index,City,Date,Card Type,Exp Type,Gender,Amount,Month
18164,"Mungeli, India",2014-12-29,Platinum,Food,M,105845,December
18165,"Hindupur, India",2014-03-15,Signature,Grocery,F,55384,March
18166,"Manmad, India",2014-12-05,Signature,Food,M,76097,December
18167,"Haldwani-cum-Kathgodam, India",2013-11-15,Silver,Grocery,F,295602,November
18168,"Zamania, India",2014-11-18,Silver,Entertainment,M,145370,November
18169,"Tandur, India",2014-12-01,Signature,Grocery,M,133539,December
18170,"Rewa, India",2014-01-26,Silver,Bills,F,136787,January
18171,"Manjlegaon, India",2014-10-20,Silver,Food,F,41889,October
18172,"Muvattupuzha, India",2014-09-21,Signature,Grocery,F,157081,September
18173,"Pulgaon, India",2013-11-27,Signature,Entertainment,M,98535,November
18174,"Madikeri, India",2013-12-09,Gold,Bills,M,44236,December
18175,"Una, India",2015-02-07,Platinum,Grocery,M,161180,February
18176,"Ichalkaranji, India",2014-07-25,Signature,Fuel,F,117093,July
18177,"Paravoor, India",2014-06-12,Gold,Entertainment,M,232914,June
18178,"Palwancha, India",2015-01-18,Signature,Grocery,F,84673,January
18179,"Mudhol, India",2013-10-26,Gold,Grocery,M,283229,October
18180,"Pathri, India",2013-11-22,Signature,Grocery,F,282572,November
18181,"Porbandar, India",2015-04-02,Signature,Food,M,36583,April
18182,"Adilabad, India",2013-10-21,Signature,Grocery,F,258225,October
18183,"Tirukkoyilur, India",2015-02-26,Gold,Fuel,F,100500,February
18184,"Shahabad Hardoi, India",2014-01-16,Signature,Bills,F,219058,January
18185,"Nawada, India",2013-10-24,Signature,Bills,F,238484,October
18186,"Anjar, India",2014-10-17,Platinum,Grocery,M,179660,October
18187,"Gobichettipalayam, India",2015-02-05,Silver,Entertainment,F,254667,February
18188,"Nandura, India",2014-09-22,Signature,Bills,M,208863,September
18189,"Karnal, India",2014-11-10,Silver,Entertainment,M,33165,November
18190,"Lalsot, India",2014-06-07,Silver,Grocery,F,31161,June
18191,"Mudalagi, India",2015-03-28,Platinum,Grocery,F,285070,March
18192,"Vapi, India",2014-01-03,Signature,Bills,F,292905,January
18193,"Udhampur, India",2013-11-20,Silver,Fuel,F,259047,November
18194,"Guwahati, India",2014-02-14,Silver,Grocery,M,106116,February
18195,"Rajkot, India",2014-11-09,Signature,Grocery,F,188630,November
18196,"Vellakoil, India",2014-12-20,Silver,Food,F,28815,December
18197,"Miryalaguda, India",2013-11-29,Gold,Food,F,163049,November
18198,"Singrauli, India",2015-03-08,Silver,Entertainment,M,103475,March
18199,"Jammu, India",2013-10-18,Platinum,Food,F,285722,October
18200,"Manjlegaon, India",2015-05-12,Platinum,Grocery,M,232474,May
18201,"Jamshedpur, India",2014-10-24,Silver,Fuel,F,233134,October
18202,"Kolkata, India",2013-11-26,Silver,Entertainment,M,33596,November
18203,"Davanagere, India",2013-10-15,Silver,Bills,M,153142,October
18204,"Perinthalmanna, India",2015-02-04,Silver,Food,F,50540,February
18205,"Vaijapur, India",2014-01-27,Platinum,Bills,M,170209,January
18206,"Achalpur, India",2014-05-30,Signature,Grocery,F,216180,May
18207,"Taranagar, India",2015-03-23,Platinum,Entertainment,F,61470,March
18208,"Sultanganj, India",2015-05-06,Signature,Bills,F,153909,May
18209,"Kolar, India",2013-11-29,Platinum,Fuel,F,226304,November
18210,"Kanhangad, India",2014-09-05,Silver,Fuel,M,72683,September
18211,"Hardwar, India",2015-02-28,Platinum,Fuel,M,296852,February
18212,"Neemuch, India",2014-11-28,Silver,Fuel,F,259489,November
18213,"Srivilliputhur, India",2014-01-11,Gold,Bills,M,262867,January
18214,"Sheikhpura, India",2014-09-15,Platinum,Fuel,F,73452,September
18215,"Bhiwani, India",2014-03-16,Signature,Fuel,M,132978,March
18216,"Vatakara, India",2014-07-11,Silver,Fuel,F,246951,July
18217,"Ottappalam, India",2013-12-30,Silver,Fuel,M,21982,December
18218,"Dumka, India",2014-06-02,Signature,Food,M,168331,June
18219,"Sidhi, India",2014-06-02,Signature,Entertainment,M,247062,June
18220,"Nabarangapur, India",2013-12-21,Gold,Grocery,F,92458,December
18221,"Darjiling, India",2014-04-05,Silver,Food,F,161049,April
18222,"Aurangabad, India",2014-12-04,Platinum,Entertainment,M,148429,December
18223,"Mavelikkara, India",2015-04-05,Silver,Entertainment,F,156388,April
18224,"Nautanwa, India",2014-06-24,Silver,Fuel,M,229527,June
18225,"Panruti, India",2013-10-23,Silver,Grocery,M,82503,October
18226,"Uthamapalayam, India",2015-05-05,Signature,Food,F,42109,May
18227,"Kohima, India",2015-02-23,Gold,Food,M,42638,February
18228,"Limbdi, India",2014-09-29,Gold,Food,M,93375,September
18229,"Balurghat, India",2014-06-27,Silver,Entertainment,F,139442,June
18230,"Shahade, India",2014-06-22,Gold,Entertainment,M,148153,June
18231,"Tiruchendur, India",2014-11-13,Platinum,Bills,F,204254,November
18232,"Davanagere, India",2013-12-19,Signature,Food,M,29302,December
18233,"Paradip, India",2015-05-20,Silver,Bills,F,178035,May
18234,"Rampur, India",2015-04-04,Silver,Food,F,61103,April
18235,"Gobindgarh, India",2013-12-10,Silver,Bills,F,13550,December
18236,"Nilambur, India",2014-04-04,Gold,Entertainment,F,103770,April
18237,"Talegaon Dabhade, India",2014-10-09,Silver,Food,M,252519,October
18238,"Paithan, India",2015-03-30,Silver,Bills,F,47679,March
18239,"Udaipurwati, India",2014-03-03,Platinum,Fuel,F,66080,March
18240,"Narsinghgarh, India",2014-08-21,Signature,Fuel,F,233234,August
18241,"Mahasamund, India",2013-10-28,Signature,Bills,F,112169,October
18242,"Fatehpur Sikri, India",2014-11-19,Signature,Grocery,M,285467,November
18243,"Tiruttani, India",2015-03-26,Platinum,Bills,F,51471,March
18244,"Surandai, India",2014-01-31,Silver,Fuel,M,140408,January
18245,"Mokokchung, India",2013-12-22,Signature,Grocery,M,171827,December
18246,"Surandai, India",2013-12-02,Silver,Entertainment,F,205712,December
18247,"Kagaznagar, India",2014-03-10,Gold,Bills,F,176487,March
18248,"Ozar, India",2015-03-26,Signature,Entertainment,F,229771,March
18249,"Rahuri, India",2014-10-11,Gold,Bills,M,138773,October
18250,"Fatehabad, India",2014-05-27,Signature,Food,M,155690,May
18251,"Kavali, India",2015-04-15,Silver,Food,F,210307,April
18252,"Yadgir, India",2014-03-15,Silver,Bills,F,277138,March
18253,"Sirhind Fatehgarh Sahib, India",2013-12-15,Platinum,Fuel,F,123966,December
18254,"Mudhol, India",2014-08-17,Signature,Entertainment,F,264537,August
18255,"Udgir, India",2014-04-18,Silver,Entertainment,M,24397,April
18256,"Sagar, India",2013-11-05,Signature,Bills,M,190999,November
18257,"Pusad, India",2013-12-25,Gold,Bills,M,74460,December
18258,"Porsa, India",2014-07-12,Platinum,Fuel,F,46032,July
18259,"Sidhpur, India",2014-11-02,Platinum,Entertainment,F,129515,November
18260,"Arwal, India",2015-02-06,Platinum,Fuel,F,211109,February
18261,"Renukoot, India",2015-03-07,Signature,Entertainment,M,287768,March
18262,"Malur, India",2013-12-17,Platinum,Grocery,F,72206,December
18263,"Titlagarh, India",2015-03-08,Signature,Entertainment,M,81395,March
18264,"Paithan, India",2014-05-06,Gold,Bills,F,230344,May
18265,"Ambikapur, India",2014-05-02,Signature,Food,F,57098,May
18266,"Kot Kapura, India",2014-06-05,Platinum,Grocery,M,223668,June
18267,"Shirdi, India",2015-05-02,Platinum,Entertainment,M,65996,May
18268,"Sonipat, India",2015-05-24,Platinum,Bills,F,30214,May
18269,"Kalimpong, India",2015-03-25,Gold,Bills,M,189220,March
18270,"Sardarshahar, India",2014-10-04,Signature,Food,M,146216,October
18271,"Nelamangala, India",2014-07-13,Platinum,Entertainment,M,241008,July
18272,"Tharamangalam, India",2013-11-21,Gold,Grocery,F,171763,November
18273,"Siana, India",2014-08-10,Gold,Bills,F,204167,August
18274,"Narnaul, India",2015-03-20,Gold,Fuel,F,244278,March
18275,"Mahasamund, India",2014-09-13,Silver,Fuel,F,211523,September
18276,"Kharar, India",2014-09-28,Gold,Entertainment,M,36435,September
18277,"Pandharpur, India",2013-12-27,Platinum,Fuel,M,270046,December
18278,"Sultanganj, India",2013-10-04,Gold,Entertainment,M,131374,October
18279,"Zirakpur, India",2014-03-08,Platinum,Entertainment,M,84925,March
18280,"Margao, India",2015-03-23,Gold,Fuel,M,170988,March
18281,"Tiruvuru, India",2014-03-23,Gold,Food,M,188536,March
18282,"Dhanbad, India",2014-06-26,Gold,Grocery,F,30104,June
18283,"Mandi Dabwali, India",2013-11-23,Platinum,Entertainment,F,107154,November
18284,"Gwalior, India",2014-09-16,Platinum,Bills,M,234696,September
18285,"Patna, India",2014-09-28,Signature,Entertainment,F,107343,September
18286,"Lar, India",2013-12-07,Platinum,Entertainment,F,274817,December
18287,"Gudur, India",2015-04-08,Signature,Food,M,18430,April
18288,"Seoni-Malwa, India",2014-05-20,Silver,Bills,M,156245,May
18289,"Miryalaguda, India",2014-05-20,Gold,Fuel,F,76928,May
18290,"Uravakonda, India",2014-11-11,Signature,Fuel,M,298057,November
18291,"Ramagundam, India",2014-08-21,Platinum,Bills,F,121101,August
18292,"Tasgaon, India",2014-08-03,Silver,Bills,F,38053,August
18293,"Thirumangalam, India",2015-05-04,Platinum,Food,M,7132,May
18294,"Pinjore, India",2014-06-26,Gold,Fuel,F,298626,June
18295,"Nadbai, India",2015-03-27,Gold,Fuel,F,52529,March
18296,"Udhagamandalam, India",2014-06-27,Signature,Bills,M,9528,June
18297,"Ichalkaranji, India",2013-10-24,Signature,Grocery,M,158217,October
18298,"Sultanganj, India",2013-12-03,Platinum,Entertainment,M,248398,December
18299,"Bobbili, India",2014-03-31,Signature,Fuel,M,121304,March
18300,"Samana, India",2015-04-17,Signature,Food,M,273052,April
18301,"Thanjavur, India",2013-11-11,Silver,Bills,F,167662,November
18302,"Muktsar, India",2014-02-04,Platinum,Entertainment,M,63227,February
18303,"Gopalganj, India",2014-08-20,Platinum,Bills,M,116478,August
18304,"Nagarkurnool, India",2015-02-14,Signature,Grocery,M,139880,February
18305,"Kharar, India",2014-07-07,Gold,Entertainment,F,52850,July
18306,"Kunnamkulam, India",2013-10-24,Gold,Grocery,F,216428,October
18307,"Kurnool, India",2014-02-25,Silver,Entertainment,F,70981,February
18308,"Malpura, India",2014-05-24,Signature,Entertainment,F,286848,May
18309,"Ramgarh, India",2015-01-27,Silver,Fuel,M,4504,January
18310,"Vatakara, India",2015-05-13,Silver,Bills,M,135972,May
18311,"Nanded-Waghala, India",2014-06-03,Signature,Food,M,137805,June
18312,"Mokokchung, India",2014-02-19,Signature,Food,F,124514,February
18313,"Bahadurgarh, India",2013-10-04,Silver,Food,F,91707,October
18314,"Rawatsar, India",2013-10-10,Gold,Fuel,F,85841,October
18315,"Ranaghat, India",2014-04-08,Silver,Entertainment,M,35948,April
18316,"Tilda Newra, India",2015-02-23,Signature,Fuel,F,173759,February
18317,"Bhiwandi, India",2014-12-22,Platinum,Food,F,198328,December
18318,"Baleshwar Town, India",2014-09-22,Signature,Bills,F,109911,September
18319,"Pathri, India",2015-04-12,Platinum,Fuel,M,96390,April
18320,"Thirumangalam, India",2014-08-16,Silver,Entertainment,M,205425,August
18321,"Kannur, India",2014-04-22,Signature,Grocery,F,276158,April
18322,"Palanpur, India",2014-04-19,Signature,Bills,M,150434,April
18323,"Adilabad, India",2014-10-18,Signature,Grocery,F,227325,October
18324,"Nagina, India",2014-12-02,Gold,Fuel,F,31565,December
18325,"Usilampatti, India",2014-12-18,Signature,Grocery,F,155187,December
18326,"Sultanganj, India",2014-06-05,Signature,Bills,M,166979,June
18327,"Raayachuru, India",2013-11-14,Signature,Entertainment,M,131460,November
18328,"Udgir, India",2014-10-20,Gold,Food,F,215115,October
18329,"Bobbili, India",2015-04-03,Gold,Grocery,F,111078,April
18330,"Balurghat, India",2014-04-28,Gold,Food,M,212819,April
18331,"Raipur, India",2014-11-21,Signature,Entertainment,M,245537,November
18332,"Thanjavur, India",2014-09-27,Platinum,Fuel,F,7614,September
18333,"Meerut, India",2015-05-07,Silver,Entertainment,M,12476,May
18334,"Warora, India",2013-12-01,Gold,Bills,M,25374,December
18335,"Davanagere, India",2014-09-25,Signature,Bills,M,242188,September
18336,"Mundi, India",2014-04-17,Silver,Fuel,M,33212,April
18337,"Kathua, India",2014-08-27,Gold,Entertainment,M,178359,August
18338,"Munger, India",2014-11-18,Platinum,Grocery,F,48865,November
18339,"Ludhiana, India",2014-12-28,Signature,Entertainment,F,264213,December
18340,"Mohali, India",2014-04-03,Platinum,Bills,F,207011,April
18341,"Sherghati, India",2014-10-21,Gold,Food,F,106306,October
18342,"Farooqnagar, India",2014-11-26,Signature,Grocery,F,4520,November
18343,"Rudauli, India",2014-12-16,Silver,Fuel,M,185229,December
18344,"Visakhapatnam, India",2013-10-19,Gold,Fuel,F,279623,October
18345,"Pappinisseri, India",2013-10-16,Gold,Entertainment,F,193606,October
18346,"Titlagarh, India",2015-03-30,Silver,Food,M,235047,March
18347,"Lakheri, India",2014-05-07,Signature,Fuel,F,261536,May
18348,"Parvathipuram, India",2014-12-18,Platinum,Food,F,271053,December
18349,"Uran, India",2014-02-02,Silver,Entertainment,F,26336,February
18350,"Jammu, India",2013-11-14,Gold,Grocery,M,197237,November
18351,"Kapadvanj, India",2015-02-09,Signature,Entertainment,F,27627,February
18352,"Malout, India",2014-07-03,Silver,Entertainment,F,103678,July
18353,"Shikaripur, India",2014-05-17,Silver,Grocery,F,207468,May
18354,"Shamli, India",2014-04-22,Gold,Fuel,M,170134,April
18355,"Jammalamadugu, India",2014-07-11,Signature,Grocery,F,217501,July
18356,"Sheikhpura, India",2014-10-21,Silver,Bills,M,90249,October
18357,"Udgir, India",2015-03-06,Gold,Fuel,M,153058,March
18358,"Renukoot, India",2014-06-19,Silver,Fuel,M,90030,June
18359,"Kadapa, India",2015-04-01,Signature,Food,M,179927,April
18360,"Maihar, India",2013-10-11,Gold,Grocery,F,137766,October
18361,"Dhoraji, India",2015-01-10,Signature,Fuel,M,5159,January
18362,"Sitamarhi, India",2013-11-23,Platinum,Bills,F,298693,November
18363,"Ongole, India",2014-02-01,Platinum,Fuel,F,108463,February
18364,"Kalpi, India",2015-05-16,Silver,Bills,F,32521,May
18365,"Sugauli, India",2014-06-02,Silver,Entertainment,M,4504,June
18366,"Vadalur, India",2015-04-07,Platinum,Grocery,F,230887,April
18367,"Dharmanagar, India",2015-05-19,Platinum,Bills,F,285697,May
18368,"Pattamundai, India",2013-11-15,Platinum,Grocery,M,102062,November
18369,"Uran, India",2014-10-02,Platinum,Bills,M,86672,October
18370,"Nilambur, India",2014-05-22,Gold,Food,M,78916,May
18371,"Kothagudem, India",2014-08-23,Silver,Grocery,F,238167,August
18372,"Nokha, India",2014-02-04,Gold,Entertainment,M,244917,February
18373,"Sivakasi, India",2014-07-03,Signature,Bills,F,212309,July
18374,"Sidlaghatta, India",2013-12-09,Silver,Food,M,152172,December
18375,"Naihati, India",2014-02-08,Signature,Fuel,F,158469,February
18376,"Kayamkulam, India",2014-06-17,Signature,Fuel,M,241362,June
18377,"Shimla, India",2015-01-23,Silver,Bills,M,31817,January
18378,"Mohali, India",2014-10-18,Signature,Food,F,91788,October
18379,"Ongole, India",2014-10-06,Gold,Fuel,M,279350,October
18380,"Raurkela, India",2014-04-24,Platinum,Food,F,227133,April
18381,"Pithoragarh, India",2014-05-30,Gold,Grocery,F,215862,May
18382,"Samalkot, India",2015-03-26,Platinum,Fuel,F,154403,March
18383,"Kohima, India",2014-01-21,Signature,Grocery,F,262101,January
18384,"Neemuch, India",2014-05-05,Silver,Bills,M,6695,May
18385,"Rudauli, India",2013-10-18,Silver,Food,M,275863,October
18386,"Shahdol, India",2014-05-13,Platinum,Fuel,F,225932,May
18387,"Uran Islampur, India",2014-10-11,Silver,Bills,F,27557,October
18388,"Satana, India",2014-07-28,Silver,Food,F,104347,July
18389,"Oddanchatram, India",2014-03-03,Platinum,Bills,F,20388,March
18390,"Wani, India",2014-02-02,Platinum,Fuel,M,146664,February
18391,"Yamunanagar, India",2014-01-13,Platinum,Entertainment,F,221113,January
18392,"Mavoor, India",2014-04-03,Gold,Food,F,27874,April
18393,"Sahaswan, India",2014-08-10,Gold,Food,F,251045,August
18394,"Surandai, India",2014-04-01,Platinum,Entertainment,F,290618,April
18395,"Khambhat, India",2014-07-16,Platinum,Entertainment,M,262776,July
18396,"Manmad, India",2015-04-08,Gold,Entertainment,M,157866,April
18397,"Najibabad, India",2014-01-09,Platinum,Grocery,M,150811,January
18398,"Naila Janjgir, India",2015-01-08,Platinum,Fuel,M,113340,January
18399,"Thiruvananthapuram, India",2015-05-18,Gold,Grocery,F,212271,May
18400,"Periyasemur, India",2014-08-07,Silver,Grocery,F,173779,August
18401,"Kalyan-Dombivali, India",2014-04-13,Signature,Bills,F,18242,April
18402,"Sonipat, India",2015-04-19,Gold,Entertainment,M,292817,April
18403,"Gumia, India",2014-01-09,Gold,Entertainment,M,202899,January
18404,"Makrana, India",2014-11-19,Signature,Food,M,210262,November
18405,"Gwalior, India",2014-09-09,Platinum,Bills,F,163992,September
18406,"Ramanagaram, India",2015-04-02,Silver,Bills,M,118009,April
18407,"Pandhurna, India",2014-06-17,Platinum,Food,F,56945,June
18408,"Malpura, India",2014-05-19,Gold,Food,M,231322,May
18409,"Savner, India",2014-11-03,Signature,Bills,M,64830,November
18410,"Varkala, India",2014-08-31,Silver,Food,M,212675,August
18411,"Dumraon, India",2014-03-22,Gold,Fuel,M,262787,March
18412,"Pilibhit, India",2015-03-04,Gold,Bills,M,10405,March
18413,"Ganjbasoda, India",2014-08-10,Signature,Entertainment,M,50390,August
18414,"Bhiwandi, India",2015-03-23,Platinum,Fuel,M,93714,March
18415,"Simdega, India",2014-10-07,Platinum,Food,F,278174,October
18416,"Nagapattinam, India",2014-07-04,Signature,Bills,F,273253,July
18417,"Nokha, India",2014-07-30,Silver,Entertainment,M,192326,July
18418,"Haldwani-cum-Kathgodam, India",2014-01-11,Gold,Entertainment,F,37003,January
18419,"Kalyan-Dombivali, India",2015-04-02,Silver,Grocery,F,54272,April
18420,"Jamshedpur, India",2014-10-16,Platinum,Food,M,292931,October
18421,"Tekkalakote, India",2015-03-23,Gold,Food,M,210758,March
18422,"Sherkot, India",2014-01-05,Silver,Food,F,122655,January
18423,"Madhupur, India",2014-01-08,Signature,Entertainment,M,252151,January
18424,"Petlad, India",2014-01-28,Silver,Food,M,118227,January
18425,"Tiruchendur, India",2013-12-05,Gold,Food,M,40027,December
18426,"Mandapeta, India",2014-04-03,Signature,Bills,M,290226,April
18427,"Sonipat, India",2013-11-18,Platinum,Food,M,273809,November
18428,"Pathri, India",2014-02-10,Platinum,Fuel,F,269695,February
18429,"Asansol, India",2014-06-01,Platinum,Bills,M,270715,June
18430,"Lal Gopalganj Nindaura, India",2014-02-02,Signature,Bills,F,163096,February
18431,"Supaul, India",2013-10-11,Signature,Food,M,272044,October
18432,"Nagaon, India",2014-02-28,Gold,Food,M,127238,February
18433,"Mihijam, India",2014-04-18,Platinum,Grocery,M,199457,April
18434,"Vyara, India",2014-03-07,Silver,Grocery,M,137132,March
18435,"Washim, India",2014-05-13,Signature,Entertainment,F,228512,May
18436,"Shegaon, India",2014-09-30,Platinum,Bills,M,247702,September
18437,"Varkala, India",2014-07-22,Platinum,Grocery,M,59902,July
18438,"Palladam, India",2014-03-03,Signature,Fuel,M,141896,March
18439,"Suryapet, India",2014-06-26,Silver,Fuel,F,245453,June
18440,"Pinjore, India",2014-02-27,Signature,Fuel,M,146715,February
18441,"Naugachhia, India",2014-02-05,Silver,Bills,F,92144,February
18442,"Seohara, India",2015-02-12,Signature,Entertainment,F,244219,February
